ts,evaporation,T_0.5,RH_0.5,CO2_0.5,NH3_0.5,T_1.5,RH_1.5,CO2_1.5,NH3_1.5,fan_rpm,fan_power_w,ventilation,heating_value,set_temp,outside_temp,inside_temp,outside_humidity,inside_humidity
2023-08-03  00:00:00,87.57506060009473,25.020598039050597,21.02615322360534,783.1190456212441,9.989705438116715,25.095059610784688,20.07791096763213,757.5320585567277,5.0666315497295615,799.1613501601237,150.27881225303202,2.24391662529504,1020.926909137636,25.0,11.091003638619737,25.423389019378845,53.65500207922948,47.19301234489652
2023-08-03  00:05:00,99.84575174684105,24.320598039050598,25.02615322360534,933.1190456212441,9.962859122422943,25.78644847916301,20.075731435344107,832.1420264629078,4.7644623953820915,657.0068304698639,120.27881225303202,2.2344464003335913,1016.9729397476369,25.0,11.191003638619737,25.35672235271218,54.071668745896154,46.859679011563195
2023-08-03  00:10:00,79.84575174684105,23.6205980390506,25.072172736109003,1018.5874250947379,10.962859122422943,25.198021908253704,21.733921606354084,906.3746567656694,4.852211260524735,507.00683046986387,132.47059010840437,2.2249761753721424,1013.0189703576377,25.0,11.291003638619738,25.290055686045513,54.48833541256282,46.52634567822986
2023-08-03  00:15:00,98.70814020503465,23.324539669967283,21.509581046402978,971.9601293467329,11.447661438073592,24.962142943283705,21.677136798784517,1019.0738441254393,4.17742953888164,657.0068304698639,103.19087876235918,2.2155059504106935,1009.0650009676386,25.0,11.391003638619738,25.223389019378846,54.90500207922948,46.19301234489652
2023-08-03  00:20:00,78.70814020503465,23.491852429294212,25.509581046402978,984.4436913080003,10.447661438073592,25.662142943283705,17.982578658346355,859.0738441254393,4.97742953888164,807.0068304698639,84.6463411477533,2.2060357254492446,1005.1110315776396,25.0,11.491003638619738,25.15672235271218,55.321668745896154,45.859679011563195
2023-08-03  00:25:00,82.84215882706464,24.19185242929421,26.90542537998861,1080.77221861113,10.22664917704974,26.362142943283704,16.00956276519065,1019.0738441254393,5.618735898527528,707.470901277546,58.47602177294153,2.1965655004877958,1001.1570621876403,25.0,11.591003638619737,25.09005568604551,55.73833541256282,45.52634567822986
2023-08-03  00:30:00,102.84215882706464,24.859593723061234,29.44479658908344,1038.8552185278081,9.743029354802038,26.927118546692178,20.00956276519065,1013.9774126570697,5.495800904500166,857.470901277546,79.15209933494197,2.1870952755263464,997.2030927976413,25.0,11.691003638619737,25.023389019378843,56.15500207922948,45.19301234489652
2023-08-03  00:35:00,82.84215882706464,25.559593723061234,25.44479658908344,888.8552185278081,9.563040931608677,26.28651573306583,24.00956276519065,976.7485853298919,5.80901818892667,709.1296485285322,109.15209933494197,2.1776250505648975,993.2491234076422,25.0,11.791003638619737,24.956722352712177,56.571668745896154,44.859679011563195
2023-08-03  00:40:00,94.96451540734267,24.859593723061234,29.44479658908344,738.8552185278081,9.78471070434311,25.58651573306583,27.20428228372919,886.6266034117457,5.112497489809331,559.1296485285322,137.40700499431128,2.1681548256034486,989.2951540176431,25.0,11.891003638619736,24.89005568604551,56.98833541256282,44.52634567822986
2023-08-03  00:45:00,77.42547098936559,25.051410306693906,33.44479658908344,640.3159838152922,10.78471070434311,25.13439721468549,23.20428228372919,930.7283419101037,5.178109839267603,709.1296485285322,109.93158676694098,2.1586846006419997,985.341184627644,25.0,11.991003638619738,24.823389019378844,57.40500207922948,44.19301234489652
2023-08-03  00:50:00,90.43207970619017,24.351410306693907,30.965717586884413,790.3159838152922,11.78471070434311,25.834397214685488,19.492881793950957,798.5977671028425,5.3198703944941625,859.1296485285322,96.00300135077141,2.149214375680551,981.3872152376448,25.0,12.091003638619737,24.756722352712178,57.821668745896154,43.859679011563195
2023-08-03  00:55:00,70.43207970619017,24.099477123163346,28.68752056474995,759.9247882049463,11.396341510431855,26.534397214685487,22.097755778131972,912.8320682308736,5.761438106989501,756.0078685796104,126.00300135077141,2.139744150719102,977.4332458476457,25.0,12.191003638619737,24.69005568604551,58.23833541256282,43.52634567822986
2023-08-03  01:00:00,54.96611021375081,23.912372290721965,32.687520564749946,909.9247882049463,10.396341510431855,27.234397214685487,26.097755778131972,1072.8320682308736,4.961438106989501,606.0078685796104,128.5144188609792,2.4388770776783018,949.3385777463611,25.0,13.291003638619737,25.16660226467855,62.821668745896154,39.52634567822986
2023-08-03  01:05:00,73.55659655992477,24.4150960720943,34.54115165816299,863.9177037819601,11.117976376662332,26.54243227800568,22.097755778131972,912.8320682308736,5.293886880127157,756.0078685796104,151.69747582060097,2.4220650533408548,944.068444342553,25.0,13.191003638619737,25.18801417124122,62.40500207922948,38.859679011563195
2023-08-03  01:10:00,58.15987032271396,24.908639198970448,30.54115165816299,715.264921753473,12.09181344573969,26.77515346518469,18.097755778131972,943.9952628659295,4.493886880127157,819.509340581699,121.69747582060097,2.4052530290034073,938.7983109387449,25.0,13.091003638619735,25.209426077803897,61.98833541256282,38.52634567822986
2023-08-03  01:15:00,47.679487913185895,25.608639198970447,33.05506351923257,649.1367983852901,11.09181344573969,26.186556151757564,20.1653919381536,783.9952628659295,3.693886880127157,822.1487703097919,117.68623288653373,2.38844100466596,933.5281775349367,25.0,12.991003638619736,25.23083798436657,61.571668745896154,38.19301234489652
2023-08-03  01:20:00,32.225760868891456,25.734479779753254,32.2043013641173,563.132499002686,10.860588116021054,25.86356810410596,24.1653919381536,894.2935965409526,3.6163301857059436,884.0807617513241,107.52947661293163,2.371628980328513,928.2580441311286,25.0,12.891003638619736,25.252249890929246,61.15500207922948,37.859679011563195
2023-08-03  01:25:00,34.249885028887924,25.89479095063071,28.2043013641173,551.6385010245084,10.523300167050047,25.16356810410596,20.1653919381536,984.6233933158106,4.183042599439743,1034.0807617513242,122.65601284424072,2.3548169559910654,922.9879107273205,25.0,12.791003638619737,25.27366179749192,60.73833541256282,37.52634567822986
